FGEOIDCT10,Sits in State,Life Expectancy,Average Distance to Transit,Ave Economic Diversity,Ave Road Network Density,Walkability Index,Ave Percent People Without Health Insurance,Ave Population Density,Ave Percent People Unemployed,Ave Physical Inactivity
06075010100,CA,82.7,15.24,0.79,35.12,19.53,8.02,8228.69,9.8,17.2
06075010200,CA,85.9,203.52,0.59,39.85,17.07,0.67,25792.85,2.73,11.67
06075010300,CA,88.5,243.67,0.69,32.73,16.45,1.16,45817.66,1.69,18.24
06075010400,CA,84.6,289.56,0.76,38.86,18.14,2.58,36748.67,5.57,13.26
06075010500,CA,89.4,243.73,0.66,47.26,18.11,3.47,11906.25,7.62,14.2
06075010600,CA,80.5,210.54,0.7,51.6,18.26,4.22,44226.36,10.53,19.0
06075010700,CA,79.0,144.39,0.67,39.27,18.13,6.47,76725.32,12.62,38.96
06075010800,CA,81.0,181.19,0.54,38.09,15.39,5.2,52848.72,3.79,17.2
06075010900,CA,82.7,169.9,0.69,35.91,17.48,2.0,46974.24,0.23,14.13
06075011000,CA,80.9,118.74,0.71,34.05,16.47,6.67,50421.75,2.01,18.23
06075011100,CA,77.4,111.47,0.69,32.23,16.74,3.59,49769.56,5.52,18.23
06075011200,CA,84.5,120.82,0.61,39.04,16.22,2.44,41824.63,6.96,13.6
06075011300,CA,82.4,141.31,0.58,41.0,17.01,3.21,106056.71,8.04,41.23
06075011700,CA,78.1,167.08,0.69,37.4,18.34,7.98,9651.16,12.7,20.9
06075011800,CA,85.0,0.0,0.72,37.94,19.17,3.07,77611.73,6.08,37.7
06075011901,CA,85.9,328.66,0.53,28.09,10.42,2.93,99243.93,2.18,15.0
06075011902,CA,,427.04,0.48,41.18,15.37,3.62,73758.7,8.07,18.2
06075012000,CA,73.8,289.17,0.63,37.08,16.69,7.97,83244.22,8.63,15.33
06075012100,CA,82.2,281.74,0.64,27.92,15.75,2.05,73736.39,4.82,14.8
06075012201,CA,79.4,228.53,0.63,25.12,13.6,8.01,131839.37,14.27,22.83
06075012202,CA,,116.68,0.73,48.03,18.17,10.86,81459.41,15.94,26.9
06075012301,CA,72.2,183.78,0.59,35.19,16.76,1.47,53433.4,4.7,32.4
06075012302,CA,78.6,46.31,0.38,34.27,12.1,4.21,73070.8,10.64,20.9
06075012401,CA,77.1,146.11,0.57,23.21,13.38,4.07,141418.18,6.53,31.6
06075012402,CA,73.7,84.69,0.7,37.43,18.45,5.5,42496.04,4.12,17.78
06075012501,CA,70.0,204.33,0.71,35.38,17.86,8.06,98504.55,18.14,31.58
06075012502,CA,73.1,395.23,0.43,26.98,12.72,10.4,195659.81,16.94,40.4
06075012601,CA,82.7,308.46,0.68,31.1,16.83,0.0,32880.44,1.09,9.3
06075012602,CA,81.5,268.33,0.78,48.77,18.9,1.84,11762.98,6.05,11.9
06075012700,CA,81.9,63.03,0.58,37.3,16.3,4.37,24261.21,2.6,10.6
06075012800,CA,86.6,175.97,0.71,28.55,17.81,0.58,24169.24,2.27,10.35
06075012901,CA,82.6,256.55,0.64,28.26,15.31,0.78,40322.69,2.67,9.3
06075012902,CA,,169.75,0.73,28.94,17.13,0.76,24381.78,1.06,10.4
06075013000,CA,83.4,264.71,0.73,28.28,17.51,0.78,31373.11,1.65,9.66
06075013101,CA,82.7,146.84,0.66,28.95,15.52,2.61,63899.87,6.15,12.3
06075013102,CA,81.2,366.75,0.66,34.94,16.09,2.12,29734.06,4.24,10.4
06075013200,CA,87.0,284.29,0.49,26.84,15.09,0.0,18623.98,1.25,11.8
06075013300,CA,87.5,367.12,0.59,28.27,16.24,0.96,19087.24,0.29,14.8
06075013400,CA,82.5,262.16,0.6,33.8,15.71,0.55,26617.43,2.38,10.96
06075013500,CA,82.6,18.97,0.35,27.67,15.49,3.91,27212.14,2.72,11.5
06075015100,CA,,301.65,0.74,40.22,16.31,0.83,42148.03,4.51,12.2
06075015200,CA,79.8,334.82,0.61,34.17,15.78,8.1,36718.98,6.23,14.91
06075015300,CA,80.5,294.27,0.75,23.53,16.46,2.3,25409.97,1.28,11.5
06075015400,CA,84.8,285.81,0.7,29.25,16.71,2.57,22270.94,7.08,11.43
06075015500,CA,79.7,328.16,0.57,28.93,16.3,2.18,30766.42,8.24,20.8
06075015600,CA,80.0,353.43,0.66,29.42,15.99,0.33,26328.92,2.61,19.0
06075015700,CA,87.3,307.73,0.45,31.06,15.13,3.67,25462.31,2.7,13.38
06075015801,CA,77.7,215.81,0.36,33.26,14.74,4.93,25558.45,6.04,20.8
06075015802,CA,77.8,103.52,0.56,26.3,15.63,3.9,50664.22,7.37,12.9
06075015900,CA,81.1,383.48,0.65,39.3,16.87,3.58,45959.22,2.9,19.2
06075016000,CA,81.3,167.64,0.79,36.58,17.67,2.52,40447.24,4.41,19.6
06075016100,CA,,236.4,0.27,39.37,15.16,7.58,38035.69,9.8,30.15
06075016200,CA,76.0,421.74,0.65,40.64,16.8,3.34,30614.29,2.53,13.5
06075016300,CA,80.0,213.16,0.58,32.33,15.17,4.84,41525.6,7.05,13.4
06075016400,CA,78.4,268.45,0.82,31.68,17.77,5.49,34874.04,2.04,11.4
06075016500,CA,83.4,275.57,0.49,26.05,14.44,3.91,37174.02,4.21,16.8
06075016600,CA,82.1,258.55,0.72,27.11,17.02,1.55,40014.52,1.78,11.53
06075016700,CA,81.3,176.15,0.66,36.84,16.67,1.02,27852.97,3.34,11.5
06075016801,CA,79.4,81.37,0.64,34.61,16.89,2.23,44566.26,2.73,12.4
06075016802,CA,81.3,175.65,0.63,46.19,16.97,2.96,45803.98,1.19,14.9
06075017000,CA,82.9,363.07,0.6,33.8,15.79,0.0,23508.09,2.21,10.7
06075017101,CA,85.4,593.84,0.67,30.48,14.57,0.75,35126.27,2.18,11.7
06075017102,CA,79.0,117.5,0.7,31.77,17.57,1.18,32022.0,2.5,12.6
06075017601,CA,71.0,194.19,0.76,30.49,17.79,7.13,42238.35,4.61,21.98
06075017700,CA,,384.29,0.74,35.59,17.52,5.67,5958.75,1.14,14.8
06075017801,CA,83.4,177.76,0.54,41.52,15.6,0.22,43341.71,9.9,35.7
06075017802,CA,75.9,203.57,0.72,34.46,16.99,2.18,30788.42,3.65,17.33
06075018000,CA,,60.12,0.74,37.51,16.28,3.14,10470.86,5.64,15.7
06075020100,CA,75.7,147.58,0.83,34.9,18.54,6.26,46031.54,10.54,19.69
06075020200,CA,80.4,223.18,0.72,28.79,17.03,2.2,47984.15,3.26,16.51
06075020300,CA,81.5,265.64,0.65,39.85,17.21,3.43,31459.11,2.75,11.3
06075020401,CA,81.3,178.09,0.51,38.72,15.18,4.82,25669.03,2.04,12.3
06075020402,CA,81.5,113.48,0.73,33.48,16.09,1.06,18285.47,4.66,12.1
06075020500,CA,79.1,239.77,0.69,29.25,17.25,0.68,27780.34,5.78,11.7
06075020600,CA,81.5,167.62,0.62,31.79,16.31,3.34,25657.69,3.04,12.22
06075020700,CA,78.2,449.9,0.74,31.09,17.01,1.95,40246.03,6.45,13.13
06075020800,CA,80.1,186.73,0.71,35.88,18.51,4.2,46892.49,5.33,18.65
06075020900,CA,,212.14,0.77,36.47,18.82,4.64,33944.52,5.49,17.9
06075021000,CA,82.4,249.9,0.77,32.81,17.32,3.4,31730.69,4.29,14.5
06075021100,CA,81.5,131.92,0.68,31.21,17.06,2.45,24170.41,2.81,10.6
06075021200,CA,80.3,339.08,0.68,28.12,16.02,3.43,22350.15,5.67,12.3
06075021300,CA,84.0,120.39,0.68,28.4,15.61,4.28,22058.98,2.66,12.8
06075021400,CA,84.6,175.39,0.68,30.75,16.82,0.37,25568.59,3.47,11.9
06075021500,CA,82.1,277.32,0.72,30.47,16.13,2.93,30351.94,0.6,12.8
06075021600,CA,81.3,366.67,0.66,24.89,14.75,1.47,19120.03,0.53,12.6
06075021700,CA,83.3,616.14,0.7,33.24,15.68,2.66,9638.95,5.8,15.7
06075021800,CA,82.5,346.79,0.67,39.09,15.88,1.89,21144.29,1.55,11.9
06075022600,CA,,183.57,0.74,25.23,17.25,1.01,7787.92,1.03,9.2
06075022702,CA,82.8,202.44,0.68,37.26,17.75,2.15,18859.8,3.15,11.0
06075022704,CA,86.0,60.89,0.79,31.48,17.97,1.78,17672.12,3.2,11.0
06075022801,CA,,517.63,0.79,25.7,17.58,3.23,22178.51,7.7,18.2
06075022802,CA,78.2,140.62,0.53,32.92,15.64,3.31,21066.5,4.4,19.3
06075022803,CA,81.9,488.94,0.73,28.7,15.43,6.15,40675.15,4.99,17.8
06075022901,CA,79.4,149.31,0.63,36.56,16.56,14.11,45638.65,1.99,25.8
06075022902,CA,80.9,298.49,0.72,29.44,16.43,4.48,33544.55,6.9,16.6
06075022903,CA,80.1,232.42,0.63,33.07,16.84,2.04,23714.33,7.01,16.7
06075023001,CA,80.3,300.5,0.56,33.26,16.12,7.79,22232.31,14.8,28.5
06075023003,CA,79.0,345.48,0.54,29.05,14.6,6.18,26314.7,8.15,21.9
06075023102,CA,74.7,210.76,0.51,41.86,15.88,3.39,18970.79,9.32,35.0
06075023103,CA,,124.98,0.61,18.46,16.09,11.15,9260.72,19.78,34.1
06075023200,CA,74.9,183.1,0.55,26.48,15.91,1.99,12765.99,12.47,24.8
06075023300,CA,76.6,265.54,0.77,22.4,17.67,6.24,16155.32,5.51,27.8
06075023400,CA,73.0,160.28,0.48,24.67,16.38,1.96,12190.36,4.67,31.2
06075025100,CA,84.1,331.39,0.67,46.83,15.91,8.25,15982.31,1.92,15.3
06075025200,CA,81.3,213.5,0.67,39.89,16.97,1.96,21510.7,0.23,16.9
06075025300,CA,82.4,149.59,0.64,38.52,17.11,4.2,29143.28,2.74,15.9
06075025401,CA,79.0,341.23,0.71,39.51,16.42,2.28,27194.3,4.64,15.3
06075025402,CA,81.2,188.35,0.57,45.74,15.52,4.89,28344.06,12.7,19.9
06075025403,CA,82.5,348.52,0.64,36.71,14.73,6.43,21313.26,5.06,20.6
06075025500,CA,83.6,258.59,0.68,38.64,16.36,2.77,19921.64,8.43,22.45
06075025600,CA,83.0,277.33,0.54,34.46,15.78,8.22,22553.55,3.21,24.2
06075025701,CA,79.4,200.6,0.39,44.82,16.08,6.13,22542.41,7.75,26.5
06075025702,CA,83.4,151.01,0.76,43.28,18.02,1.78,20163.2,3.25,28.2
06075025800,CA,79.3,157.42,0.48,37.09,15.63,2.44,21975.21,5.14,24.7
06075025900,CA,81.9,168.42,0.41,26.18,14.6,4.84,15441.15,6.06,21.0
06075026001,CA,83.5,231.53,0.83,27.92,17.25,7.56,40799.43,7.85,25.5
06075026002,CA,76.8,227.14,0.32,28.57,14.74,4.82,26654.35,5.85,21.2
06075026003,CA,78.7,50.09,0.49,24.96,14.5,7.4,31275.6,4.71,23.9
06075026004,CA,83.4,351.53,0.61,30.76,15.68,1.8,29572.0,3.31,24.0
06075026100,CA,87.6,328.35,0.66,36.46,16.39,9.97,23717.17,7.77,26.4
06075026200,CA,82.1,377.07,0.52,39.5,14.98,5.33,25758.52,3.85,25.24
06075026301,CA,82.5,295.2,0.65,29.14,16.33,7.14,37644.36,18.25,27.8
06075026302,CA,82.9,281.29,0.47,29.4,14.7,5.7,17261.92,9.57,25.0
06075026303,CA,84.2,315.19,0.58,26.77,15.07,1.37,27951.26,4.12,24.8
06075026401,CA,83.9,223.91,0.47,26.56,14.89,2.45,29177.36,5.91,28.6
06075026402,CA,79.2,357.32,0.5,38.21,14.38,4.78,30921.52,5.71,22.8
06075026403,CA,81.4,202.92,0.57,31.53,16.37,1.08,24439.32,5.3,29.9
06075026404,CA,77.7,235.08,0.27,47.85,14.72,5.42,34322.52,6.21,25.1
06075030101,CA,81.5,141.01,0.66,31.96,16.85,1.4,35468.44,3.07,13.0
06075030102,CA,88.1,893.06,0.31,21.39,11.11,2.22,9712.88,3.97,12.8
06075030201,CA,84.7,260.97,0.71,27.18,15.46,1.86,29641.23,2.22,17.3
06075030202,CA,81.1,188.89,0.68,24.69,15.16,0.62,30568.45,4.38,11.3
06075030301,CA,88.9,325.62,0.65,29.5,15.15,3.08,21058.96,5.15,14.2
06075030302,CA,83.7,447.47,0.59,31.17,14.86,2.0,16216.76,5.54,15.5
06075030400,CA,84.9,523.3,0.66,28.45,15.06,0.34,14015.8,3.5,15.6
06075030500,CA,64.4,723.0,0.45,20.06,11.12,4.21,9016.76,1.68,19.9
06075030600,CA,83.7,320.57,0.61,37.45,16.9,1.28,11658.34,3.67,13.8
06075030700,CA,84.1,676.46,0.77,24.42,13.73,1.16,12541.69,2.81,15.5
06075030800,CA,86.0,284.19,0.79,28.28,16.67,1.41,12309.05,1.64,14.0
06075030900,CA,82.3,356.41,0.71,32.89,16.54,1.89,9123.09,3.69,20.1
06075031000,CA,84.4,311.17,0.67,30.98,16.8,1.81,13094.9,5.42,17.2
06075031100,CA,87.5,324.53,0.68,32.16,15.69,2.12,15187.75,6.15,14.9
06075031201,CA,86.1,205.69,0.54,26.07,15.25,4.88,32022.98,6.58,24.9
06075031202,CA,81.8,67.06,0.47,31.65,15.17,8.24,23470.77,3.46,20.7
06075031301,CA,86.7,240.29,0.47,32.02,14.53,1.32,22183.9,8.77,22.8
06075031302,CA,81.4,145.81,0.68,37.8,16.03,5.49,17130.38,5.32,18.4
06075031400,CA,79.6,276.18,0.37,27.24,13.64,4.72,24258.18,3.05,23.35
06075032601,CA,83.5,112.75,0.75,29.42,17.1,2.2,30477.23,4.93,18.6
06075032602,CA,84.9,196.68,0.57,22.88,14.46,3.59,23830.81,6.98,17.2
06075032700,CA,86.5,249.54,0.57,27.33,15.2,4.3,20607.51,4.81,18.8
06075032801,CA,83.5,288.53,0.56,23.87,15.5,3.8,16950.53,9.64,21.4
06075032802,CA,82.4,264.96,0.71,27.6,17.28,4.0,21016.23,2.81,21.0
06075032901,CA,85.6,378.63,0.61,25.94,14.37,2.04,19520.32,3.82,19.0
06075032902,CA,89.2,429.93,0.66,28.07,15.61,1.25,20053.67,10.26,19.4
06075033000,CA,84.7,387.19,0.6,30.88,15.83,3.02,15042.46,4.4,18.06
06075033100,CA,85.4,443.41,0.56,37.93,15.73,2.47,11555.25,1.48,18.4
06075033201,CA,,615.57,0.57,33.02,15.83,3.97,10344.11,20.62,23.2
06075033203,CA,80.7,449.94,0.43,34.69,13.41,3.32,19661.9,10.47,20.8
06075033204,CA,83.7,572.22,0.21,43.32,13.27,4.03,24170.36,9.66,21.8
06075035100,CA,86.0,283.32,0.59,28.16,14.52,1.68,24078.3,8.79,18.86
06075035201,CA,82.8,316.79,0.67,25.68,14.8,5.49,14620.71,9.86,20.3
06075035202,CA,85.7,280.96,0.62,29.16,15.52,4.1,33893.2,4.38,17.7
06075035300,CA,84.5,321.3,0.46,26.56,14.82,1.08,16516.63,1.86,20.3
06075035400,CA,85.9,314.44,0.65,29.53,15.21,4.7,18671.11,11.71,19.5
06075040100,CA,84.1,239.34,0.67,27.65,16.53,2.94,26126.79,5.72,17.1
06075040200,CA,87.7,148.43,0.76,27.93,17.0,2.95,26627.46,2.25,16.9
06075042601,CA,87.7,176.47,0.8,26.71,16.49,6.28,36455.43,5.0,15.5
06075042602,CA,81.5,57.99,0.77,25.25,16.03,1.48,22167.12,4.23,13.2
06075042700,CA,88.7,187.74,0.77,25.63,16.51,3.29,33080.56,5.44,19.3
06075042800,CA,88.2,315.32,0.53,26.46,15.08,0.55,10735.04,1.29,12.3
06075045100,CA,86.9,347.2,0.64,26.4,15.44,1.43,32592.19,2.73,15.0
06075045200,CA,84.6,288.41,0.71,28.01,15.47,2.24,29876.85,4.98,14.52
06075047600,CA,83.1,359.16,0.75,28.75,15.15,5.12,24969.89,2.54,15.2
06075047701,CA,84.1,365.37,0.53,30.28,15.09,2.72,34426.37,10.36,15.7
06075047702,CA,84.7,337.93,0.44,22.02,13.09,3.39,26825.94,3.24,17.5
06075047801,CA,89.2,255.12,0.66,26.95,15.36,2.8,25068.12,1.7,16.1
06075047802,CA,,270.33,0.71,27.28,16.08,3.96,27956.4,5.77,19.4
06075047901,CA,82.2,316.22,0.53,27.42,15.81,1.47,19331.07,6.04,19.38
06075047902,CA,85.3,91.78,0.66,24.78,15.88,3.07,21114.67,6.05,17.2
06075060100,CA,,,0.76,33.52,13.33,2.0,1670.7,2.69,10.1
06075060400,CA,79.7,,0.64,22.93,9.83,0.7,1092.27,8.14,14.9
06075060700,CA,81.3,108.34,0.7,33.35,18.66,1.96,27500.38,3.59,14.4
06075061000,CA,79.9,649.39,0.69,24.06,14.76,1.76,5819.84,4.92,23.4
06075061100,CA,83.6,175.89,0.74,53.66,18.87,7.42,24407.62,4.25,46.0
06075061200,CA,76.0,158.91,0.74,35.92,17.58,1.62,23854.06,1.15,27.4
06075061400,CA,75.8,268.49,0.67,32.2,15.17,2.61,17228.94,6.58,14.46
06075061500,CA,80.4,221.77,0.62,36.9,17.3,3.04,52129.4,4.9,12.9
06075980200,CA,,443.91,0.19,23.9,12.67,,482.57,,16.7
06075980300,CA,,109.97,0.18,46.14,14.5,0.0,22.69,10.53,11.3
06075980401,CA,,,0.0,0.0,1.0,,0.0,,
06075980501,CA,75.3,901.23,0.53,27.78,14.33,0.0,227.05,,66.7
06075980600,CA,,206.53,0.59,12.84,12.5,6.52,1466.44,4.01,17.9
06075980900,CA,,312.48,0.59,17.07,14.0,12.38,226.48,0.0,16.3
06075990100,CA,,,0.0,0.0,1.0,,,,
11001000100,DC,85.6,181.98,0.68,32.3,17.68,1.06,4745.95,0.76,9.4
11001000201,DC,,469.39,0.41,37.35,13.17,1.76,12226.7,9.6,20.2
11001000202,DC,80.7,151.95,0.6,44.77,17.41,0.41,13072.78,4.21,9.9
11001000300,DC,81.1,355.82,0.5,24.48,14.57,0.0,14859.14,1.49,9.7
11001000400,DC,86.4,134.33,0.52,27.89,16.12,0.3,2776.12,3.57,10.0
11001000501,DC,80.9,235.51,0.45,24.98,16.39,1.43,9899.95,6.62,8.4
11001000502,DC,81.1,190.37,0.49,22.05,14.34,0.47,15072.08,2.14,10.4
11001000600,DC,83.7,273.83,0.61,22.56,15.47,0.98,8169.47,2.85,10.9
11001000701,DC,84.7,200.93,0.46,17.39,13.32,1.36,27330.17,3.7,10.14
11001000702,DC,80.9,181.37,0.46,19.84,12.69,1.92,24485.97,1.35,8.6
11001000801,DC,90.2,334.27,0.66,14.28,13.44,3.68,10532.57,6.96,11.06
11001000802,DC,80.9,220.26,0.56,19.64,13.5,1.12,5070.82,3.6,10.3
11001000901,DC,84.6,635.47,0.37,25.73,12.79,0.6,5811.93,9.04,10.86
11001000902,DC,,224.38,0.82,18.91,15.55,1.69,3204.36,3.24,9.5
11001001001,DC,88.3,398.59,0.52,25.69,15.27,0.46,7412.53,1.16,10.36
11001001002,DC,79.6,264.5,0.49,20.15,14.23,0.41,10008.05,0.47,10.1
11001001100,DC,82.1,298.43,0.82,27.85,17.97,1.76,7301.99,2.36,10.9
11001001200,DC,90.7,253.13,0.56,25.85,15.01,0.57,10449.57,6.43,9.0
11001001301,DC,,421.68,0.42,17.18,11.56,2.88,3665.26,7.38,10.4
11001001302,DC,87.3,446.71,0.71,12.51,12.72,1.24,13037.06,3.59,9.46
11001001401,DC,84.4,263.6,0.75,25.5,16.89,0.96,10930.54,2.87,8.8
11001001402,DC,80.9,153.59,0.54,21.86,15.05,0.06,10045.07,1.41,10.6
11001001500,DC,85.4,545.19,0.42,18.2,12.11,0.94,3208.8,1.57,9.8
11001001600,DC,83.3,427.06,0.41,21.3,12.31,0.85,4346.76,2.61,11.9
11001001702,DC,80.2,120.59,0.75,25.21,17.5,2.48,9057.98,7.66,12.4
11001001803,DC,83.6,210.78,0.53,21.94,11.38,13.3,9614.25,8.41,20.5
11001001804,DC,77.3,207.75,0.56,27.1,14.39,4.82,22234.76,11.46,23.3
11001001901,DC,73.7,303.8,0.47,30.91,15.4,2.2,15580.92,6.59,18.1
11001001902,DC,81.7,337.43,0.28,21.22,13.68,2.33,6710.06,7.42,16.1
11001002001,DC,82.4,159.29,0.38,27.35,14.01,3.93,14081.27,2.42,25.1
11001002002,DC,74.1,266.3,0.57,20.92,14.81,1.17,13392.45,5.29,13.1
11001002101,DC,77.1,182.51,0.45,25.1,15.26,5.65,25939.01,0.79,16.2
11001002102,DC,76.1,225.03,0.35,30.7,14.95,5.57,17010.31,8.53,18.9
11001002201,DC,72.2,246.33,0.54,28.03,15.05,3.65,21615.83,9.49,16.6
11001002202,DC,73.8,198.38,0.23,33.33,13.7,4.55,11977.25,8.1,17.3
11001002301,DC,77.3,121.16,0.58,32.72,15.67,2.1,20539.28,10.74,14.3
11001002302,DC,79.9,1201.64,0.11,26.18,10.67,0.48,2063.31,5.79,16.1
11001002400,DC,79.9,110.16,0.56,31.91,15.63,5.45,17953.7,4.5,14.1
11001002501,DC,76.1,254.2,0.3,25.34,13.96,0.03,14206.67,6.53,12.9
11001002502,DC,77.3,264.36,0.63,22.17,14.34,3.48,25210.06,13.32,12.86
11001002600,DC,80.6,565.54,0.64,17.29,12.31,2.85,3234.18,2.29,12.2
11001002701,DC,77.5,180.26,0.45,25.08,13.85,3.79,32590.92,1.82,12.46
11001002702,DC,81.8,183.14,0.47,28.67,14.44,2.48,30105.2,6.48,11.0
11001002801,DC,77.0,209.68,0.54,29.13,14.96,11.63,57521.81,1.72,14.5
11001002802,DC,80.3,182.68,0.53,33.4,16.26,17.19,61058.03,10.39,18.0
11001002900,DC,76.9,259.61,0.61,29.69,16.35,4.0,39422.9,3.46,12.1
11001003000,DC,74.8,114.08,0.47,24.14,14.59,7.08,47684.03,8.65,14.9
11001003100,DC,77.5,225.31,0.74,32.08,17.0,1.54,30112.79,6.84,11.1
11001003200,DC,75.6,218.97,0.53,27.62,12.28,3.81,23914.93,13.57,15.3
11001003301,DC,77.4,257.51,0.37,29.27,13.02,0.86,21710.16,1.0,10.2
11001003302,DC,76.5,184.76,0.39,37.47,15.75,2.07,30092.7,5.12,9.7
11001003400,DC,75.8,163.95,0.61,29.87,17.05,1.68,10798.03,5.11,11.9
11001003500,DC,,150.21,0.63,25.58,16.03,3.94,26813.72,7.61,10.0
11001003600,DC,75.2,219.3,0.5,21.2,14.26,2.77,39237.62,2.45,12.1
11001003700,DC,77.3,296.26,0.51,39.32,14.93,2.32,50581.74,8.11,14.56
11001003800,DC,75.4,341.79,0.69,28.01,16.38,2.49,37190.83,2.16,9.17
11001003900,DC,71.4,264.59,0.61,30.75,15.38,0.66,17599.4,1.04,9.0
11001004001,DC,80.9,228.07,0.58,29.42,15.04,0.0,40612.35,0.76,7.7
11001004002,DC,80.9,191.87,0.55,20.07,14.75,3.34,41837.71,4.07,9.2
11001004100,DC,84.8,256.14,0.65,30.6,16.38,2.84,8084.88,1.85,10.1
11001004201,DC,77.8,153.43,0.5,26.43,14.79,1.04,41446.6,1.29,7.8
11001004202,DC,80.9,315.54,0.67,39.5,17.5,3.18,31008.11,3.44,8.8
11001004300,DC,79.8,180.91,0.74,28.01,17.2,3.07,45662.42,1.33,9.4
11001004400,DC,80.5,203.44,0.57,33.34,16.62,1.54,30162.05,3.81,8.31
11001004600,DC,71.9,305.26,0.5,30.64,15.08,4.77,18669.0,1.99,12.6
11001004701,DC,73.3,59.44,0.64,27.95,16.34,0.0,15995.88,53.17,31.8
11001004702,DC,73.1,319.19,0.63,38.62,16.5,2.54,27493.3,3.04,9.1
11001004801,DC,78.1,291.02,0.73,29.82,18.0,4.66,23285.42,6.75,11.4
11001004802,DC,75.7,321.02,0.36,34.37,14.4,8.44,46043.45,3.3,15.14
11001004901,DC,77.6,216.04,0.62,32.57,15.59,0.8,30971.33,0.86,11.3
11001004902,DC,74.0,198.28,0.65,29.22,18.03,3.15,32929.52,3.23,8.9
11001005001,DC,80.5,196.64,0.56,34.03,16.67,0.57,24950.2,0.83,7.5
11001005002,DC,80.6,165.44,0.52,35.26,15.12,2.73,63850.59,3.67,13.75
11001005201,DC,76.9,215.15,0.5,31.54,14.27,2.98,62539.57,1.35,8.7
11001005301,DC,81.1,244.57,0.51,29.06,14.84,4.74,48026.52,1.02,8.42
11001005500,DC,80.9,232.67,0.52,33.41,16.42,3.23,22888.29,2.13,10.42
11001005600,DC,,235.94,0.55,50.48,16.42,1.38,34374.94,5.62,10.9
11001005800,DC,86.5,156.27,0.68,29.74,18.28,3.02,7692.31,3.49,9.2
11001005900,DC,,383.56,0.55,40.52,16.5,3.09,9262.74,4.78,8.8
11001006202,DC,,77.78,0.68,43.41,18.0,0.0,6.76,0.0,10.6
11001006400,DC,69.3,144.06,0.67,30.37,15.64,7.51,9971.72,9.26,25.2
11001006500,DC,83.1,359.34,0.54,39.03,16.32,3.88,13893.36,6.43,11.0
11001006600,DC,80.7,288.34,0.74,32.86,18.0,1.86,19745.8,7.49,8.2
11001006700,DC,80.5,185.79,0.46,31.89,14.42,0.75,24535.95,3.68,7.9
11001006801,DC,78.1,85.05,0.49,23.04,13.82,1.31,24497.74,7.83,14.9
11001006802,DC,80.8,166.19,0.55,32.86,14.77,0.99,19953.71,14.41,10.0
11001006804,DC,,1160.07,0.48,22.84,11.83,0.0,3529.95,33.33,36.3
11001006900,DC,76.0,421.95,0.67,30.96,15.99,1.16,17443.67,0.66,9.2
11001007000,DC,80.1,247.33,0.66,36.01,16.42,0.33,14580.26,3.24,8.5
11001007100,DC,74.8,195.47,0.73,31.58,16.14,2.39,14785.85,4.57,16.4
11001007200,DC,76.4,193.29,0.61,36.34,16.42,0.52,36309.87,2.64,7.09
11001007301,DC,,,0.42,17.94,6.67,1.3,2477.95,1.83,10.3
11001007304,DC,67.4,155.08,0.3,19.62,14.59,4.2,10350.78,10.45,28.8
11001007401,DC,63.2,269.28,0.58,29.47,12.82,9.49,3013.87,23.97,30.4
11001007403,DC,71.7,337.96,0.66,22.96,12.5,2.48,18949.19,16.4,32.7
11001007404,DC,71.7,294.3,0.21,26.21,12.94,5.86,12404.79,15.49,21.6
11001007406,DC,66.2,176.11,0.06,19.65,10.9,3.53,21811.44,22.28,28.3
11001007407,DC,,244.42,0.35,25.87,12.96,2.24,13683.92,13.01,23.2
11001007408,DC,75.9,48.28,0.36,22.73,12.5,5.99,28066.68,31.39,33.3
11001007409,DC,68.0,90.99,0.12,25.68,12.62,3.5,23784.19,30.6,31.9
11001007502,DC,68.8,379.87,0.27,18.73,11.37,4.31,20266.34,28.91,24.6
11001007503,DC,67.9,274.24,0.54,24.03,13.82,2.7,12658.88,18.56,27.4
11001007504,DC,67.8,323.21,0.6,10.78,11.5,3.69,9474.15,6.15,23.2
11001007601,DC,69.4,161.65,0.45,32.42,14.65,6.78,12135.36,16.36,25.9
11001007603,DC,74.2,280.28,0.24,26.85,12.84,0.19,7641.48,6.69,15.0
11001007604,DC,,325.19,0.47,20.78,12.1,5.24,6537.47,11.26,21.7
11001007605,DC,71.6,312.46,0.45,20.63,12.17,1.91,21568.3,10.05,25.7
11001007703,DC,72.8,254.81,0.29,18.07,11.4,8.7,17617.93,14.79,29.3
11001007707,DC,71.7,235.3,0.26,26.47,12.5,6.0,12694.11,13.31,24.8
11001007708,DC,71.7,332.59,0.35,20.85,11.25,7.15,9306.9,24.42,24.8
11001007709,DC,76.9,176.94,0.69,29.8,15.15,6.86,7196.22,11.73,27.1
11001007803,DC,74.5,483.77,0.58,26.2,13.72,8.41,11788.7,11.73,24.5
11001007804,DC,65.5,101.59,0.36,28.66,14.21,4.01,12977.31,17.09,29.6
11001007806,DC,70.5,319.05,0.46,24.32,14.15,9.28,9203.75,10.14,21.4
11001007807,DC,70.1,135.25,0.6,24.59,13.71,2.58,11930.57,28.4,25.4
11001007808,DC,69.4,303.04,0.31,26.94,13.57,1.45,11627.76,16.82,25.6
11001007809,DC,72.3,305.46,0.07,24.3,12.16,0.68,15658.36,27.04,26.9
